Shot,TS_TRIG,Energy,Fuel,Notes,Mount_Positions,Jack_Height,V_osc,V_amps12,V_amp3,POLY_2_2,POLY_2_3,POLY_3_1,POLY_3_2,POLY_3_3,POLY_3_4,POLY_3_5,POLY_4_1,POLY_4_2,POLY_4_3,POLY_4_4,POLY_4_5,POLY_5_1,POLY_5_2,POLY_5_3,POLY_5_4,POLY_5_5,radius_poly_2,radius_poly_3,radius_poly_4,radius_poly_5,i_tor_max,FIRE_TIME,Energy_Bayes,Pulse_Time,POLY_3_T_e_fixed,POLY_3_T_e_fixed_hpd95low,POLY_3_T_e_fixed_hpd95high,POLY_3_T_e_fixed_Rhat,POLY_3_T_e_drift,POLY_3_T_e_drift_hpd95low,POLY_3_T_e_drift_hpd95high,POLY_3_T_e_drift_Rhat,POLY_3_v_d_drift,POLY_3_v_d_drift_hpd95low,POLY_3_v_d_drift_hpd95high,POLY_3_v_d_drift_Rhat,POLY_4_T_e_fixed,POLY_4_T_e_fixed_hpd95low,POLY_4_T_e_fixed_hpd95high,POLY_4_T_e_fixed_Rhat,POLY_4_T_e_drift,POLY_4_T_e_drift_hpd95low,POLY_4_T_e_drift_hpd95high,POLY_4_T_e_drift_Rhat,POLY_4_v_d_drift,POLY_4_v_d_drift_hpd95low,POLY_4_v_d_drift_hpd95high,POLY_4_v_d_drift_Rhat
190131005,1.8,4.038297421391981,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,20370.43726944784,0.0018126399954780934,4.0345063648485215,1.057e-06,5.794387865582106,5.430767525623267,6.150386851098567,1.0017298159131336,4.660938800174397,4.252434970789931,5.075355963278208,1.0004308253137413,-235520.8721786931,-257242.36668931323,-214089.07734304012,1.0000924068572732,8.260395849215577,7.625320651458791,8.897408121104794,1.000145066689485,6.780208320266013,6.082496562866885,7.457452590402836,0.99995965444742,-121420.87404751945,-150132.83962459886,-91500.97635936644,0.9998403830860062
190131006,1.8,,-He,plasma - laser didn't fire,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,20821.710416532755,,,,,,,,,,,,,,,,,,,,,,,,,,,
190131007,1.8,,-He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22017.230918019683,,,,,,,,,,,,,,,,,,,,,,,,,,,
190131008,0.63,3.863522911120918,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22088.04821108764,0.0006496799760498106,3.8593318535270162,1.0436e-06,5.5418141917249235,5.276700403774972,5.808038014571602,1.000206133723362,4.9652885256793615,4.6784228974437925,5.267047666658885,0.9998971512722196,-208679.77905370347,-228768.5454084068,-188395.6661741817,0.9999409310545592,8.027241062433967,7.2729970354633675,8.798181491300655,0.9999916860097952,6.215309563848352,5.360251862845293,6.996247507700571,1.0002153827876041,-150916.10485790257,-181491.08350931678,-119705.22628350525,1.0006470806746903
190131009,0.63,4.154409510451858,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22037.825810977796,0.0006495999987237155,4.150884196078243,1.0396e-06,6.106631217583955,5.807340186119966,6.411013722025287,1.0004409166955353,5.5459303224160434,5.259933864651794,5.856827289013963,0.9998571837794252,-224515.1402750054,-243934.2248348648,-204916.2676481145,0.999884367361329,12.248151028916714,10.812144485306533,13.554663755836248,1.0002938369893064,7.036161246502737,5.998350584035825,8.145241025696322,0.9999215054259216,-273452.79242051404,-304739.36953335983,-240167.1983522618,1.00001327801812
190131010,0.63,3.7025489465506167,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22422.20136097057,0.0006488799699582161,3.697989472791096,1.0424e-06,6.453731025072857,6.0487315333186125,6.882324926967442,1.0001350548313166,4.778218997348487,4.302910299655577,5.208843869725231,1.0002486153203616,-274200.6822215439,-294367.27769175556,-254714.79943414518,1.0002794466868092,8.718088032440312,7.7975648350698386,9.626558141537162,0.9998697457430404,6.623127441620836,5.677005734667362,7.541451194268474,0.999916328017666,-205490.38193719953,-239962.1858867703,-169856.6448453552,0.9998031106782076
190131011,0.53,3.9206538510990887,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22581.0387949258,0.0005496799713000655,3.916593547331752,1.0414e-06,13.761973654245901,11.03465438099717,16.657043139895073,1.0001198094567916,13.776675469987815,10.963089139715727,16.461968433363452,0.999976524106445,-89487.97499761963,-272300.7897286923,102852.64433508301,0.9997758019363352,23.32123173218748,21.247799726266265,25.20744141028979,0.9999059686083952,15.070555229785787,13.237563320534875,16.906842126353517,1.0000884332567928,-321226.54505993496,-378916.51654968725,-259862.9789945504,0.9998911647466768
190131012,0.73,4.191294839600832,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22901.408750986542,0.0007490799762308598,4.187853943546468,1.043e-06,9.24693336298358,7.130106716524187,11.410613501695185,1.0000100819953046,3.7342650976737817,1.4283376092446325,5.93204823245519,0.9998368362771092,-279650.9722275207,-335999.3449209177,-221349.1050889183,0.9998566238600384,18.759878405655343,16.967339585885036,20.725488565764227,1.0005054034474057,5.510565130647046,4.910054832784787,6.1532562162148885,0.9999022785081576,-450980.3908001185,-474095.4586163818,-429026.1288672846,0.9999195077262192
190131013,0.73,4.335453228882677,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22318.087326394376,0.0007487200200557709,4.332342263703551,1.0502e-06,5.62237544596755,4.188815940943395,7.074621700270763,0.9998552882139232,5.107708065244962,2.4934603071367483,7.5231388195608195,1.002513854199685,-33435.21035618995,-188814.50140143425,132116.3554363013,1.002147277680716,4.525675317078897,2.921329100133731,6.302580688618479,0.9999144182315572,5.103454971426458,1.9462102393617264,8.460336167304497,1.0017179494344095,45923.71018360325,-130259.95352919512,258466.9101344547,1.002348073478111
190131014,0.53,4.032642372563595,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22899.371802436195,0.0005501600098796189,4.028838373483675,1.035e-06,27.393521751181034,18.87250874935978,38.21140066460972,1.0002665920413158,2.411951055193682,1.7509308799866832,2.9201530704826943,1.0071369976310496,-485913.2009147356,-499988.4966586933,-462204.58142387826,1.0096500327727866,88.65249427545467,68.50961676511929,99.98990914805671,1.00016459994403,86.23197416502731,63.73562661124417,99.99351333914795,1.0005360464046666,-366219.67661191,-499915.55222123396,-79225.80190291282,1.0012582345101104
190131015,0.83,,-He,plasma - laser didn't fire,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-26026.260387386294,,,,,,,,,,,,,,,,,,,,,,,,,,,
190131016,0.83,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22459.907722350254,,,,,,,,,,,,,,,,,,,,,,,,,,,
190131017,0.83,4.123330244468367,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22882.885313058312,0.00084863998927176,4.1197337999338295,1.0436e-06,6.249679660368082,5.854023190568628,6.672664426668867,1.0000784608451612,5.7883881125513925,5.316766092336897,6.2336276241636215,0.9998980243273948,-232013.76556940074,-262067.1601266487,-203072.21116689988,1.0001950230244432,11.227391036586482,10.492441888459409,12.007773504557187,1.0005276387341715,6.145674671188779,5.557043653165903,6.731232628561081,0.9998769881443684,-335738.9422064337,-352693.8581164633,-318943.39147525904,1.0000673914789182
190131018,0.93,4.062477651502597,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,23026.10461925121,0.0009479199652560056,4.058741935508678,1.0456e-06,5.266362076956801,4.7573538374849385,5.7854497606812245,1.001169997277865,4.391245677308072,3.7872121424993392,5.007192307519059,0.9998066160818588,-205014.76019867,-240172.3413481948,-170225.29901146938,1.0001265135809616,9.138185392335332,8.6756685095299,9.595296597388874,1.0001438282416808,5.743019764833687,5.255002762364372,6.248705106657126,1.0000072795007724,-276988.31501889764,-289180.7469871718,-264193.82581725344,0.9998126619496698
190131019,0.93,4.31083026390662,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25784.40319600944,0.0009479199652560056,4.307662944904274,1.0394e-06,12.483420857598635,10.873948176889513,14.104630855846978,0.9998666097994862,11.113789314154284,8.30726908537927,14.412607258087375,1.0024102341451344,-78036.93806820131,-223954.1756816606,75789.5732926066,1.0024712891185084,8.215047894846053,6.9512221645056,9.550280436226977,0.9999726612255564,5.0184664086341755,3.2713926958975397,6.743722885490249,1.0017263860318353,-201161.6159312024,-238342.16023939176,-164268.06513092696,0.9999762587108962
190131020,1.03,,-He,plasma - laser didn't fire,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25344.573038025912,,,,,,,,,,,,,,,,,,,,,,,,,,,
190131021,1.03,,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22672.597279485806,,,,,,,,,,,,,,,,,,,,,,,,,,,
190131022,1.03,4.02548120054106,He,plasma - some weird noise,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22808.729943279013,0.001047199941240251,4.02166081190681,1.051e-06,7.0373124780101435,6.592364027372388,7.546309259490621,1.0000840845093832,6.0849958520142735,5.6277227683282005,6.529930319340633,0.9998717244543835,-270565.3049272428,-296176.6901810555,-245952.7926238213,0.9997658559919348,9.85572112570132,9.301705699330286,10.411745280379687,1.0004165678979338,4.963908362511623,4.494560279237488,5.47817839361941,0.9998715495877862,-275009.7440323066,-287134.0568156854,-263634.5142354264,1.0001853036502335
190131023,1.03,4.111239098598468,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22950.784406416413,0.0010469999397173524,4.107614981429968,1.0308e-06,7.383936833173642,6.795134479925734,7.988331370242398,1.0001810728728058,4.766512135956821,4.096954617779666,5.425998370153178,1.0002294387371589,-339188.72968091496,-359409.3371114825,-320122.32464569673,1.0005205845829397,8.005819924394968,7.559586815781747,8.44650779077012,1.0001475794459358,7.4419762267082,6.965863583833348,7.910483090706958,1.0001353168599278,-117129.08454206785,-143040.87400408273,-90342.48879223244,0.9998168139904282
190201003,1.03,4.758650962357018,V,vacuum ,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-109.92819893774023,0.0010472399881109595,4.7565085568246745,1.0562e-06,,,,,,,,,,,,,,,,,,,,,,,,
190201004,1.03,4.464307835550446,V,vacuum ,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-140.68937959905293,0.0010475600138306618,4.461491775949609,1.0598e-06,,,,,,,,,,,,,,,,,,,,,,,,
190201005,1.13,,-He,scrapped,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190201006,1.13,4.400772856864443,He,plasma - neg I_tor,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-24617.871049530986,0.0011466400464996696,4.39781138671046,1.0584e-06,13.422842799062028,12.209595035862502,14.63145960637458,0.9999644667950366,13.267632951369949,11.975595487483835,14.510911653212213,0.9999341605796656,37942.470871780446,-59678.042952134914,139001.39940954972,1.0000006761051723,8.390804659807616,7.556117951934071,9.212363680332553,0.9999443339542264,5.5590260106976235,4.581766248756389,6.624658119271689,0.9999112342508396,-213271.6378705465,-237794.5669956464,-188866.55020012273,1.0002464455711113
190201007,1.13,4.644340943359441,He,plasma - neg I_tor,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25034.987715146563,0.0011468400480225682,4.641936919999621,1.0478e-06,19.504812479770557,17.29785033951331,21.989170327349395,1.0001600617060662,5.2699192213847175,4.5872678833133245,5.954626280024935,0.9998358763060228,-498017.4120212742,-499999.99060258927,-494190.7470719322,0.9998329420641174,8.278321146332411,7.572860276363884,9.047136710457172,1.0006202588840971,5.498056113781855,4.658333662681392,6.308379782585432,0.999878111755558,-185488.4503638729,-210208.7008543404,-161562.32942759024,0.9999332665842232
190201008,1.13,4.338754412599939,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22287.509693026102,0.0011466799769550562,4.335651002738535,1.0464e-06,7.8052884168572225,6.537980702703341,9.058979616529003,1.0003393744461726,3.977015478653281,2.451243795861447,5.577091846547208,1.0004738694376294,-300702.0082722304,-334635.5496995703,-263485.183880441,1.0004418473016845,10.811941294527976,9.781830115110422,11.936117336111428,0.9999332896942652,9.54435022104432,8.560900987795769,10.591426621377265,0.9999025079602398,-169314.15364318472,-224977.79133533407,-118053.8763683649,0.9998429642107941
190201009,1.13,4.428774419733299,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22395.60286208876,0.0011464799754321575,4.425877035895703,1.0418e-06,6.831524120847434,6.1885306144029375,7.420110664819303,0.9998915647982688,4.323656702861241,3.589697215111848,5.059394609012809,0.9998091980086036,-298077.2598015812,-320332.7520068126,-275578.391956096,0.999867337842644,17.88390998523838,16.412183775265436,19.413290120178853,0.999932192763328,6.157501330039466,5.680739303326327,6.642211987350384,1.0015624757610149,-484921.3931899457,-499951.25461442966,-469412.7181459831,1.000680556314172
190201010,1.23,4.599412683389566,He,plasma - neg I_tor,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-26242.37246541768,0.001245760009624064,4.596905834101904,1.0462e-06,21.368881275928448,19.641045100830127,22.97446339290623,1.0001435892189758,15.798177958839412,14.569985904868348,16.971262634833252,1.0004306076836993,-490103.0982097634,-499997.419357876,-472525.2687420154,1.0001357642873228,18.55948779231974,17.441986158840464,19.702906550491896,1.0002215406350168,8.492209214367307,7.946697562349403,9.004825051580681,0.9999604036970444,-452786.8912434335,-469781.1221294938,-434551.0458396184,0.9998678292307256
190201011,1.23,4.20493622752924,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22694.48636375439,0.0012458800338208675,4.2015265521002,1.0404e-06,8.441347824042545,6.868504680645972,10.022790700938836,1.0000655632141529,2.988483220548129,1.0215478348094666,4.652481368482106,1.0057793307980891,-275178.7002852948,-329922.3989730847,-225477.2394019298,1.0064376784088969,13.836283950909698,12.607838319761465,15.054641689830403,1.0005592528207652,5.383112298180822,4.565402812078302,6.178275795252737,0.9998413182992634,-306556.6707679419,-323208.69383557857,-289353.3644815872,0.9998548041692624
190201012,1.23,4.47141210660774,He,plasma - neg I_tor,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25665.30310513041,0.0012458800338208675,4.468612306333742,1.0436e-06,5.95231935735267,5.203800897034533,6.723269292849731,1.0000373005571406,6.002975085690423,5.223827983413014,6.8281344600607685,1.000840304306221,-94671.0963133148,-174517.25754405712,-17238.30111487812,1.0000280718032768,10.022182636694136,9.054125997908145,11.033672232382749,1.0002203398624832,7.145607483680563,6.178599071242496,8.10404120603274,1.000040888194335,-290826.5993799786,-321699.8874978087,-259541.4918349769,0.9999389257418508
190201013,1.43,4.232719463868408,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22537.24467597412,0.0014446399873122573,4.229373375078536,1.0436e-06,6.1522304574358255,5.533883418292688,6.832830197791573,0.9998730200897932,3.965514787610334,3.1709505556443296,4.764534148414366,0.999829496193176,-251755.2072588405,-281400.96123295336,-220098.004592472,0.9998459289337474,7.942796894276872,7.215022259503776,8.644437266595244,1.0001578983923631,4.939251942353433,4.0181016913848016,5.832023556383654,1.0002060097986558,-205519.6998350208,-226589.6888206939,-184222.53705908745,0.9998558366897548
190201014,1.43,4.27093217296203,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22273.701341068358,0.0014446399873122573,4.267673540425097,1.0278e-06,4.459576989604635,3.918436987808535,5.015174296241017,1.000450908304988,3.5304082654008724,2.7986001720098708,4.249664417902052,1.0002969178806669,-162678.56442204645,-210162.52694739,-115088.06090788534,0.9998250642134244,9.775601270713592,9.184713007257043,10.426099387289094,1.0000010062487357,4.996427172251909,4.375685066320949,5.59023988607844,1.0001039786166648,-292302.3538065958,-304234.1518225436,-279414.96771110105,0.9998838439532668
190201015,1.63,4.287940922904241,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22764.872125548998,0.001643319963477552,4.284721217770582,1.0374e-06,7.188246863751719,6.673528289750243,7.74607602744174,1.0003892034787183,5.844798744106157,5.243402302020149,6.459534743808278,0.9998021610499596,-307919.6574640016,-334588.68069351296,-281660.74736087065,0.9998947513257668,4.2303967854137765,3.4213417852978685,5.005007108742031,0.9999315141050616,4.403956015043674,3.3746151941729567,5.491982239553834,1.0008416915984526,21125.007971227475,-47042.11609040731,92125.68191036537,1.0008172562488074
190201016,1.63,4.210869596296317,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22810.014605524862,0.001643480034545064,4.207473500386028,1.0478e-06,3.5846754672980587,3.026223591774577,4.176086527297159,1.00037137677484,3.3533826776779443,2.7100043437442904,4.022649451708676,1.0003408915748628,-77907.65828302306,-144881.0818349956,-5879.057328144588,0.9999436000845294,9.324698849797237,8.526125379734308,10.072112439090898,0.99993872567063,4.447247728586,3.5662279013478533,5.243810463009294,0.9999349343663896,-237427.4006774324,-252321.73935286532,-221518.05101170985,0.9999056367521448
190201017,1.83,4.40870239808069,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,23329.548526484527,0.001842239988036453,4.405759076023997,1.0418e-06,4.297299716205293,2.9122393387828502,5.783110079833193,0.9998885319978132,4.029872054665281,1.0274423214276978,7.264380234167542,1.0005551933161418,-16662.079965955898,-254917.48756528177,254753.08046357502,1.0007103693721229,13.678696937669086,10.6746031061733,16.617111558401348,1.0001002366719676,4.073376436756279,1.114368695312451,7.107157029565919,1.0022213362208066,-207022.06546903387,-255265.76480066282,-159898.66279674898,1.0023428581754896
190201018,1.83,4.342742531158476,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22399.9915014147,0.0018419199623167515,4.339648248781454,1.0368e-06,5.005012550864024,4.674681956420216,5.3613265631037645,1.0002776885232978,4.402480779231965,4.028530782143863,4.80520161407752,1.0003293221477465,-177097.36865975833,-205049.40843482266,-151497.75217121266,1.0000793839531286,10.29893550104916,9.548971156520846,11.045204459631305,1.000150763160088,4.000307242239051,3.1487699224109824,4.795052072805882,1.0002203986083895,-273321.0044927773,-284934.14517858863,-262352.8548319025,1.0007036990123774
190201019,2.03,4.423378105366449,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22824.374702995923,0.002040959894657135,4.420468371150002,1.024e-06,6.281125331440285,6.0185268433595835,6.548977722215486,0.9998992096208854,5.352343355966255,5.038604962491855,5.645795024151496,0.9999358343044772,-264252.96966837876,-280457.5226755564,-247819.2454892609,0.9998186903262668,8.648364494003522,7.815792319328097,9.52969827744547,1.0001569596510158,5.4764379201291336,4.38470547025799,6.512678587518691,0.9998582353428164,-230623.57541000465,-253572.8074566433,-208095.5249797989,0.9998034510300264
190201020,2.03,4.062542077414333,He,plasma - neg I_tor,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,-25208.068628365192,0.002040959894657135,4.058806508870018,1.034e-06,12.685794434200352,10.447073414425578,15.049982125625926,1.000180274769149,6.156067146563207,4.74159261480816,7.518771317642927,1.0000803924084118,-485345.3559100203,-499999.6801680488,-461998.81903928716,0.9998895495266544,20.737527221961077,18.388309871995336,23.276266384657106,1.00114535664951,3.5281902417866595,2.566549184224851,4.37853180144677,1.001872082635484,-377807.28903270897,-404385.5714180239,-349327.8396321749,1.0018929565701098
190201021,2.03,3.683468980857252,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,23014.834541212367,0.0020408800337463613,3.6788658393666194,1.0329999999999999e-06,5.199733432142152,4.779020441491676,5.642483293848553,0.9998720920898704,4.381541146145646,3.87532803011266,4.881076877322078,1.0009979438288954,-190206.09503262484,-222191.1443910862,-158747.52218045318,1.0005496373083822,6.575726855604861,4.481666267145342,8.953953601917043,1.0006871929674834,4.560424119679616,1.1523671179524737,7.490001760444424,1.000196308084082,-114503.71565378814,-229160.9554212548,6569.130345158493,0.9999144142361056
190201022,2.23,4.105580545000482,He,plasma,XDAF,1.25,1850.0,2300.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29698484809835,0.2523885892824793,0.3322743595283873,,22554.727973973986,0.0022396799176931377,4.101943477274261,1.023e-06,13.504757576513159,3.3346639502605706,28.11829051614469,1.000746350580784,15.280232102982344,1.888134568829788,34.986159923352965,1.0007999826217122,63546.9860821317,-301677.5864608861,487921.351424837,1.0004683077514702,10.466496374568884,8.271384801165455,12.637162666731946,1.000122503859707,5.686650964373149,3.613482822331509,7.801653319142193,1.0000722190267828,-271029.36703831115,-315244.4907807102,-223581.30975927206,1.0001513777547433
