mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
6.136375660860982,0.7572641575801407,0.01047736327304154,4.743350176185078,7.682692729777098,5669.9611257073875,1.0000291328429318
-123880.1162922872,20407.059009277986,240.66473748824404,-163322.92126350428,-82972.0634860997,6091.459708452461,1.000040666371754
