mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
6.724603534080115,0.27092769132072214,0.0034727696549875587,6.1882817217855814,7.251561222397461,6063.9510290984645,1.0006772818214111
-145441.80748964244,18397.2630012805,212.35097856656552,-180620.40551836396,-109629.77234362092,6048.0357234865005,1.0001946230911107
